claim_id,claim_statement,claim_type,journey_stage,supporting_source_ids,counter_source_ids,confidence,status,notes
C-CLM-0112,"자사 2024 투자 리포트 기준 미국장 투자자 72%가 수익을 낸 반면 한국장은 48%에 그쳤고, 20대가 전 연령 최저 수익(한국장 -1.4%)을 기록했다",F,공통,C-SRC-0113,,H,채택,젊은 초보 투자자의 성과 부진을 회사 스스로 공개한 수치(자사 사용자 표본 한계)
C-CLM-0113,카카오페이증권은 커먼컴퓨터에 'AI 상담 어드바이저 구축' 업무를 위탁하고 있어 고객 상담 영역의 AI 도입이 진행 중이다,F,공통,C-SRC-0140,,M,채택,위탁 사실만 확인(서비스 출시 여부·범위는 미공개)
C-CLM-0114,"2026년 7월 투자매매업(증권) 인가를 획득해 IPO 주관·인수, 공모주 청약, 리테일 채권, 소수점 거래 확대의 법적 토대를 갖췄다",F,공통,C-SRC-0107,,H,채택,신규 상품군 확대로 초보자 대상 설명 수요가 더 커질 전망(해석은 notes로 한정)
C-CLM-0115,"카카오페이 1Q26 연결 매출 3,003억·거래액 50.9조이고, 증권 부문은 분기 매출 1,001억(역대 최대)·영업이익 236억·예탁자산 +208% YoY이다. 단 이 수치는 언론 보도 기준이며 IR 원문 PDF는 JS 로딩·브라우저 경합으로 미확보(kakaopay.com/ir 루트는 404)",F,공통,"C-SRC-0147,C-SRC-0146,C-SRC-0145,C-SRC-0116",,M,쟁점,IR 원문(실적보고서 PT·Fact Sheet PDF) 대조 전까지 M 유지. WS8 QA에서 재확인 권장
C-CLM-0116,"카카오페이증권의 고객 대상 AI는 종목 추천·결론 제시형이 아니라 '정보 요약·구조화형'(어땠지·왜지·어쩌지, 어닝콜 요약)으로 설계되어 있으며, 매수·매도 판단 자체는 사용자에게 남긴다",I,매수·매도,"C-SRC-0112,C-SRC-0106",,M,채택,본 리서치 초기 가설(AI가 결론을 대신하지 않는 의사결정 보조)과 회사 방향이 정합한다는 해석. 공식 문서에 '추천을 하지 않는다'는 명시는 없음
C-CLM-0117,시장 급변동(서킷브레이커)과 앱 장애가 겹치는 고불안 순간에 초보 투자자는 '지금 팔아야 하나'의 판단 정체와 복잡한 보상 절차라는 이중 부담을 진다는 페인포인트 가설이 성립할 수 있다,H,보유·매도,"C-SRC-0121,C-SRC-0141",,M,채택,가설. WS3(VOC)·WS4(UX 점검)에서 검증 필요
C-CLM-0118,"해외주식 시세는 Nasdaq Basic 기반 실시간이나, 제공이 원활하지 않으면 예고 없이 15분 지연 시세로 전환될 수 있다",F,탐색·매수·매도,C-SRC-0131,,H,채택,데모에서 '기준시각 표기'가 필수적이라는 직접 근거
C-CLM-0119,예탁금 이용료는 30만원 이하 구간에 연 2.50%로 소액 보유자에게 상대적으로 유리하게 설계되어 있다(초과분 연 0.15%),F,진입·보유,C-SRC-0129,,H,채택,소액·초보 사용자 우대 설계의 사례
C-CLM-0120,"기술 블로그(AI 태그·카카오페이증권 태그)에는 고객 대상 투자 AI의 기술 구현 공개 글이 없고(내부용 챗봇·모니터링·인프라 위주), 고객향 AI 행보는 보도자료와 채용공고에서만 확인된다. 리서치 게시판도 2024년 이후 갱신이 없다",I,공통,"C-SRC-0148,C-SRC-0149,C-SRC-0118,C-SRC-0119",,M,채택,고객향 투자 AI가 아직 구축 단계라는 해석. 해커톤 데모가 파고들 공백 영역일 수 있음(가설 성격 병존)
C-CLM-0201,"국내 신규 개인투자자는 기존투자자 대비 투자성과가 유의하게 낮다(2020.3~10 기준 거래비용 차감 후 수익률 신규 -1.2% vs 기존 +15.0%, 손실 시현 비중 신규 60% vs 기존 36%).",F,전반,C-SRC-0201;C-SRC-0203,,H,채택,A급 원천(KCMI 이슈보고서)+독립 보조(KCMI 연구보고서 22-02 심화 실증). 단 2020년 강세장 국면 표본
C-CLM-0202,개인투자자는 이익포지션을 손실포지션보다 약 2배 확률로 매도한다(처분효과). 국내(KCMI)와 미국(PGR 0.148 vs PLR 0.098) 자료에서 일관되게 확인된다.,F,매도,C-SRC-0203;C-SRC-0213;C-SRC-0202,,H,채택,국내외 독립 표본에서 동일 방향 실증 — 확신도 상향 근거
C-CLM-0203,처분효과는 사후 성과 측면에서도 불리하다 — 매도한 승자가 계속 보유한 패자보다 이후 1년 초과수익이 평균 3.4%p 높다(즉 손실 종목 방치는 평균적으로 손해).,F,매도;보유,C-SRC-0213;C-SRC-0212,,H,채택,Odean(1998) 저널 p.1784 원문 확인. Shefrin & Statman(1985)의 이론 예측과 부합
C-CLM-0204,"과도한 거래는 수익률을 낮춘다 — 미국 최다거래 가구 연 11.4% vs 시장 17.9%(1991~96), 국내 신규투자자도 거래회전율이 높고 성과가 저조하다.",F,전반,C-SRC-0214;C-SRC-0201,,H,채택,미·한 독립 표본 상호 보강
C-CLM-0205,행태적 편의(과잉확신·처분효과·복권형 선호·군집거래)는 신규투자자·저연령·소액투자자에게서 더 강하게 나타난다.,F,전반,C-SRC-0203;C-SRC-0201,,H,채택,'초보'의 1차 구분축이 연령이 아닌 '투자경험(신규 여부)'임을 지지하는 핵심 근거
C-CLM-0206,"손실 국면의 의사결정은 이득 국면과 비대칭적이다 — 참조점(매수가) 의존, 손실회피(손실이 이득보다 크게 체감), 손실 영역에서의 위험추구(반사효과).",F,보유;매도,C-SRC-0211;C-SRC-0212,,H,채택,손실불안형·매도 막막형 세그먼트의 이론적 기반(원논문 확인)
C-CLM-0207,투자자는 과거 손실을 보고 매도했던 종목과 매도 후 가격이 오른 종목의 재매수를 회피한다(후회 회피에 의한 재진입 판단 왜곡).,F,재진입,C-SRC-0215,,M,채택,A급 원논문(미국)은 확보했으나 국내 직접 실증 미확보 — 확신도 M
C-CLM-0208,"개인투자자 저변이 사상 최대 수준으로 확대 — 주식거래활동계좌 1억877만좌(2026-06-24 기준, 2025년 말 9,828만좌 대비 +1,049만좌), 투자자예탁금 83조9,419억원(2025-12-12 기준).",F,전반,C-SRC-0207;C-SRC-0209;C-SRC-0210,,M,채택,원천(FreeSIS)은 JS 렌더링 필요로 직접 조회 실패 — 협회 통계를 인용한 2차 보도로 잠정 확인. 본선 전 브라우저 자동화로 1차 검증 필요
C-CLM-0209,"20대의 금융이해력은 취약하며 특히 금융행위 부문이 낮다(성인 전체 65.7점, 20대·70대·저소득·고졸 미만 취약 — 2024 조사).",F,탐색;매수,C-SRC-0204;C-SRC-0205,,H,채택,한은·금감원 공동 공식조사 + 금융위 정책 인식(교육 강화방안) 보강
C-CLM-0210,"신규 진입은 청년층이 주도하는 경향 — 2020년 신규계좌의 50% 이상이 2030세대, 2026년 상반기에도 2030 신규계좌·잔고가 급증.",F,탐색;매수,C-SRC-0206;C-SRC-0216,,M,채택,"두 근거의 기준시점이 상이(2020 vs 2026)하고 후자는 언론 2차 인용 — 규모 단정 금지, 경향 근거로만 사용"
C-CLM-0211,급등주 추격매수는 평균적으로 손실로 이어진다 — 매수 전 40일 +25.8% 오른 종목을 매수하나 매수 후 40일 누적초과수익률은 -3.1%.,F,매수;재진입,C-SRC-0202;C-SRC-0203,,H,채택,매수 시점 의사결정 지원(근거 확인·과열 경고)의 직접 근거
C-CLM-0212,초보 투자자는 연령이 아니라 6축 조작적 정의(투자경험·주문경험·금융이해력·자기효능감·손실반응·디지털 숙련도)로 식별한다.,D,전반,C-SRC-0201;C-SRC-0203;C-SRC-0204;C-SRC-0217,,H,채택,제품 결정(D). 자기효능감 축은 직접 측정 국내 공식통계 미확보 — 과잉확신 문헌 기반 간접 설계(한계 명시)
C-CLM-0213,금융당국·업계도 개인투자자 확대에 따른 투자판단 역량·자기보호 역량 부족을 공식 정책과제로 인식하고 있다.,I,전반,C-SRC-0205;C-SRC-0206,,H,채택,제품의 규제 정합성(교육·정보제공형 접근) 방향과 일치
C-CLM-0214,세그먼트 가설 '첫 매수 준비형'은 지지된다 — 신규 유입 규모(계좌 급증·청년 주도) + 20대 금융이해력 취약 + 추격매수 손실 위험이 결합.,H,매수,C-SRC-0209;C-SRC-0204;C-SRC-0206;C-SRC-0202,,H,채택,"A급 2종(한은·금감원 조사, KCMI) + 보조 2종 확보 — 계획 4.1의 '두 종류 근거' 기준 충족"
C-CLM-0215,세그먼트 가설 '보유 중 손실불안형'은 지지된다 — 손실회피·반사효과(이론) + 신규투자자 60% 손실 경험 + 분석기간 말 보유종목 71.4% 손실 상태(실증).,H,보유,C-SRC-0211;C-SRC-0201;C-SRC-0202,,H,채택,이론(A급 원논문)+국내 실증(A급) 동시 확보
C-CLM-0216,세그먼트 가설 '매도 판단 막막형'은 지지된다 — 처분효과가 국내외에서 일관 실증(이익 조기실현·손실 방치)되고 그 결과 성과도 저해된다.,H,매도,C-SRC-0213;C-SRC-0203;C-SRC-0212;C-SRC-0214,,H,채택,가장 근거가 두터운 세그먼트. 매도 국면 의사결정 보조의 최우선 후보
C-CLM-0217,세그먼트 가설 '매도 후 재진입형'은 부분 지지 — 재매수 회피·왜곡(미국 A급 원논문 1건)과 재진입 시 추격매수 위험(국내)은 확인되나 국내 직접 실증은 미확보.,H,재진입,C-SRC-0215;C-SRC-0202,,M,쟁점,계획 4.1 기준(두 종류 근거)의 경계선 — 보조 근거가 간접적. Codex 측 교차검증 및 국내 근거 추가 탐색 필요. 미보강 시 최종 타깃에서 후순위
C-CLM-0300,"카카오페이증권과 토스증권은 별도 증권 전용 소비자 앱 없이 각각 카카오페이·토스 슈퍼앱 내 탭으로 제공되며, 따라서 앱 리뷰 VOC는 슈퍼앱 리뷰에서 증권 관련 리뷰를 필터링해야 수집 가능하다",F,전반,C-SRC-0300;C-SRC-0301;C-SRC-0302;C-SRC-0303;C-SRC-0304,,H,채택,"리뷰 자체에도 '증권 앱 분리 요망' 요구 다수(WS3-KA-164, WS3-KA-167, WS3-TO-022 등)"
C-CLM-0301,"수집 표본(카카오페이 81건) 내 최다 테마는 주문·체결 UX 문제(C2)와 정보 부족·표시 미흡(C4) 각 18건, 이어 용어·구조 이해 어려움(C6) 15건, 앱 안정성·장애(C1) 14건이다(복수 태그)",F,전반,C-SRC-0300;C-SRC-0301,,H,채택,표본 내 빈도이며 전체 고객 분포로 일반화 불가(C-CLM-0308)
C-CLM-0302,"카카오페이 리뷰에는 앱 장애·렉으로 '매도 시점을 놓쳐 손해를 봤다'는 호소가 2022년부터 2026년까지 반복 등장하며, 특히 연휴 직후·트래픽 집중 시점(2025-10, 2026-01~03)에 집중된다",F,보유중·매도,C-SRC-0300;C-SRC-0301,,H,채택,"WS3-KA-059·060·066·067·121 등. 장애 발생 자체는 리뷰 주장으로, 회사 공식 장애공지와 교차 확인 필요(WS1 과제)"
C-CLM-0303,"초보 이용자는 미수거래 자동 발생(토스), 원화+달러 합산·미수 기본 설정(카카오페이), 소수점 주문의 10분 단위 체결, 자동 환전 등 위험·비용이 '사전 고지 없이' 발생했다고 인식한다 — 위험 고지 UX 공백",I,매수·보유중,C-SRC-0300;C-SRC-0301;C-SRC-0302;C-SRC-0303,,M,채택,"WS3-TO-001·012·066, WS3-KA-005·033·149. 실제 고지 존재 여부는 앱 화면 검증(WS4) 필요 — 인식 차원의 관찰"
C-CLM-0304,"'사는 것보다 파는 것이 어렵다'는 매도 판단의 막막함이 국내 지식iN 질문, 앱 리뷰, 해외 레딧 게시물에서 공통적으로 관찰된다",I,매도,C-SRC-0310;C-SRC-0330;C-SRC-0331;C-SRC-0332;C-SRC-0333;C-SRC-0334;C-SRC-0335;C-SRC-0336;C-SRC-0337;C-SRC-0338;C-SRC-0339;C-SRC-0300,,M,채택,국내: '언제 팔면 되나요' 질문 다수. 해외: panic sell 후회·손절 기준 질문. 정성적 수렴이며 빈도 일반화 불가
C-CLM-0305,"긍정 리뷰(표본의 약 23%)의 공통 요인은 '주식 입문이 쉽고 UI가 직관적'이라는 점으로, 카카오페이·토스 모두에서 동일하다",F,매수전·전반,C-SRC-0300;C-SRC-0301;C-SRC-0302;C-SRC-0303,,H,채택,"WS3-KA-127·132·134·152, WS3-TO-076·079·085 등"
C-CLM-0306,"리뷰 속 개선 요구는 '결론(추천) 대행'이 아니라 판단에 필요한 정보의 표시·설명(수익률 계산 기준, 환율·이중통화 표시, 세금·수수료, 시장 운영시간, 괴리율, 배당 정보)에 집중된다",I,전반,C-SRC-0300;C-SRC-0301;C-SRC-0302;C-SRC-0303,,M,채택,"WS3-KA-010·048·052·130·137·140, WS3-TO-026·073 등. 제품 방향(D) 판단의 근거로 활용 가능"
C-CLM-0307,급락·장애·첫 매도 등 고불안 순간에 정보·안내가 부족하면 초보 투자자의 판단 정체와 서비스 불신이 증폭된다,H,보유중·매도,C-SRC-0300;C-SRC-0301;C-SRC-0302;C-SRC-0303;C-SRC-0330;C-SRC-0331;C-SRC-0332;C-SRC-0333;C-SRC-0334;C-SRC-0335;C-SRC-0336;C-SRC-0337;C-SRC-0338;C-SRC-0339,,M,채택,초기 문제 가설과 정합. 리뷰는 정황 근거이며 인과 검증은 불가 — 본선 데모 가설로 유지
C-CLM-0308,"본 리뷰 표본은 불만 이용자의 자기선택 편향이 강한 비확률 표본으로, 테마 비율을 전체 고객 비율처럼 해석할 수 없다",F,전반,C-SRC-0300;C-SRC-0301;C-SRC-0302;C-SRC-0303,,H,채택,계획서 5장 검증 기준 준수를 위한 방법론적 한계 명시
C-CLM-0309,"국내 커뮤니티(지식iN)에서 초보 투자자의 질문은 매도 시점뿐 아니라 매도 후 처리(출금 시점, 환전, 세금)와 기초 용어·시장 시간에 집중된다",I,매도후·전반,C-SRC-0310;C-SRC-0311;C-SRC-0312;C-SRC-0313;C-SRC-0314;C-SRC-0315;C-SRC-0316;C-SRC-0317;C-SRC-0318;C-SRC-0319;C-SRC-0320;C-SRC-0321;C-SRC-0322;C-SRC-0323;C-SRC-0324;C-SRC-0325;C-SRC-0326;C-SRC-0327;C-SRC-0328;C-SRC-0329,,M,채택,정성 참고용. 지식iN 스니펫 한계 존재
C-CLM-0310,"토스 표본에는 '의도하지 않은 미수거래가 본인도 모르게 발생했다'는 리뷰가 존재하며, 이는 초보 보호 관점에서 위험 고지·기본값 설계 쟁점이다",F,매수,C-SRC-0303,,M,채택,"WS3-TO-001(앱스토어 2026-05-07, 2성). 단일 사례 수준 — 유사 사례 WS3-TO-066 보조"
C-CLM-0311,카카오페이의 잦은 증권 UI 개편이 기존 이용자(초보 포함)의 재학습 부담과 오주문 불안을 유발한다는 불만이 2022~2026년 반복된다,I,전반,C-SRC-0300;C-SRC-0301,,M,채택,WS3-KA-011~013·056·108·155·157 등
C-CLM-0312,"해외 커뮤니티에서도 초보의 패닉셀 후 후회, 손절 기준 부재, 매도 후 미련이 반복 관찰되어 처분효과 등 행동재무학 문헌(WS2)과 정합한다",I,매도,C-SRC-0330;C-SRC-0331;C-SRC-0332;C-SRC-0333;C-SRC-0334;C-SRC-0335;C-SRC-0336;C-SRC-0337;C-SRC-0338;C-SRC-0339,,M,채택,"WS2 원논문(Shefrin&Statman 1985, Odean 1998)과 연결하여 확신도 상향 가능"
C-CLM-0401,"토스증권의 첫 매수 공식 경로는 '증권 탭→돋보기 검색→종목→구매하기'로, 화면 이동 기준 약 4단계이며 용어로 매수/매도 대신 구매/판매를 사용한다",F,매수,C-SRC-0401;C-SRC-0405,,H,채택,탭 수는 화면 이동 기준 추정. 금액 입력·확인 단계 포함 시 5~6탭으로 늘어남(실기기 확인 필요)
C-CLM-0402,"카카오페이증권의 기본 주문 방식은 '간편 주문'으로, 수량만 입력하면 '최적가'로 구매/판매되며 호가창 기반 '호가 주문'은 선택 사항이다",F,매수/매도,C-SRC-0404,,H,채택,'최적가'는 사실상 시장가 성격. 쉬운 용어의 양면성 근거
C-CLM-0403,"카카오페이증권은 1,000원 단위 해외주식 소수점 구매와 환전 없는 원화 주문으로 소액 첫 매수의 진입 절차를 최소화했다",F,매수,C-SRC-0410;C-SRC-0424,,H,채택,2022년 서비스 소개 기준. 현재 정책은 WS1 전수조사와 대조 필요
C-CLM-0404,"토스증권 WTS 주문 패널은 지정가/시장가 선택, 보유금 대비 10/25/50/최대% 수량 버튼, 총 주문 금액, 주문 가능 금액을 단일 화면에 제공한다",F,매수,C-SRC-0405,,H,채택,2026-07-16 04:12 KST 비로그인 직접 관찰
C-CLM-0405,"토스증권에서 매도 대금 출금은 국내·해외 모두 T+2 이후 가능하며, 해외는 오전 9시 달러 입금 후 환전 절차가 추가되고 '중간에 다른 주식 구매 시 환전 불가' 제약이 있다",F,매도후출금,C-SRC-0402;C-SRC-0403,,H,채택,과업 ③(+15% 매도·출금)의 핵심 마찰 지점
C-CLM-0406,토스증권은 결제일 전 매도 대금의 98%까지 '주식판매금 미리받기'를 제공하되 하루 0.02% 이자를 부과한다,F,매도후출금,C-SRC-0422,,M,채택,검색요약 경유 확인. 원문 재확인 권장
C-CLM-0407,"Robinhood의 매수 기본값은 달러 금액 기반 주문이며, Review 화면 확인 후 '위로 스와이프' 제스처로만 주문이 제출된다",F,매수,C-SRC-0406,,H,채택,명시적 주문 확인 리추얼의 대표 사례
C-CLM-0408,Robinhood는 매수 안내에서 '마지막 체결가가 실제 체결가와 다를 수 있음'과 시간외 거래의 변동성·유동성 위험을 문구로 고지한다,F,매수(위험고지),C-SRC-0406,,H,채택,
C-CLM-0409,"Robinhood 24시간 시장은 지정가·온주 주문만 허용하고 시장가를 차단하며, 유동성·스프레드 위험을 전용 고지문서와 인앱 FAQ로 이중 고지한다",F,시간외거래,C-SRC-0407,,H,채택,위험 시간대에 주문 유형 자체를 제한하는 보호 설계
C-CLM-0410,"토스증권은 데이마켓 도입(2023-02-13)으로 미국주식을 한국시간 10:00~17:50 포함 총 21시간 50분 거래 가능하게 했고, 미체결 주문은 다음날 08시까지 유지 후 자동 취소된다",F,시장시간확인,C-SRC-0408,,H,채택,과업 ④ 관련. 서머타임 변동 유의
C-CLM-0411,"Betterment는 출금 전 'Tax Impact Preview'로 세금 영향을 미리 보여주고, 손실 포지션 우선 매도(TaxMin), '매도 후 취소 불가'·'시장 변동으로 출금액 변동 가능' 경고를 제공한다",F,매도후출금,C-SRC-0409,,H,채택,과업 ③에서 세금·비가역성 안내의 모범 패턴
C-CLM-0412,카카오페이증권은 투자성향 등급과 상품 위험등급이 맞지 않으면 구매를 제한하는 적합성 확인 장치를 운영한다,F,매수(적합성),C-SRC-0404,,M,채택,FAQ 항목 제목으로 존재 확인. 세부 동작은 실기기 확인 필요
C-CLM-0413,토스증권은 종목 화면에 커뮤니티(감정적 게시물 포함)와 고변동(±24~88%) 관심종목 TOP10 피드를 기본 노출해 초보자의 감정 자극·추격 매매를 유발할 수 있다,I,보유모니터링,C-SRC-0405,,M,채택,직접 관찰 사실 + 영향은 해석. 커뮤니티 게시물 예: '내일 오르나요?????ㅜㅜㅠㅠ'
C-CLM-0414,토스증권은 '토스증권 AI'로 종목별 등락 원인을 한 줄 요약해 제공한다(예: '애플 중국 등록 승인으로 3.9% 상승'),F,보유모니터링,C-SRC-0405,,H,채택,과업 ②(급락 원인 파악)의 직접 대응 기능
C-CLM-0415,"토스증권 WTS에서 헤더 현재가(273,500원 +3.99%)와 시세 테이블 최근 체결가(279,500원 +6.27%)가 동시에 다르게 표시되어, 기준시각·거래소(KRX/대체거래소) 구분이 초보자에게 불명확할 수 있다",I,보유모니터링(기준시각),C-SRC-0405,,L,쟁점,장 마감 후 새벽 열람 특성 또는 NXT 병기 가능성. 원인 미확인이므로 실기기 재현 필요
C-CLM-0416,Robinhood는 콘페티 등 게임화 요소로 매사추세츠 규제당국의 지적을 받아 2021년 해당 기능을 제거하고 약 750만 달러에 합의했다,F,전반(게임화),C-SRC-0411;C-SRC-0412,,H,채택,게임화의 규제 리스크 선례
C-CLM-0417,토스증권의 계좌개설 랜덤 주식 1주 지급 이벤트는 뽑기형 보상 구조로 약 170만 명의 초보 투자자 유입을 유도했다,F,유입(게임화),C-SRC-0413,,M,채택,국내 게임화 사례. 감정 자극·사행성 논점
C-CLM-0418,"토스증권은 52주 최고가 알림 오발송, AI 뉴스 동일 티커 오노출(PMAX) 등 자동화 정보 제공의 오류 사례가 반복 보도되어, 출처·기준시각 없는 자동 알림이 오히려 오판을 유발할 수 있음을 보여준다",F,보유모니터링(정보신뢰),C-SRC-0414;C-SRC-0423,,M,채택,AI 정보 제공 기능 설계 시 출처·기준시각 표기의 필요성 근거
C-CLM-0419,미래에셋 M-STOCK은 통합증거금으로 원화 예수금만으로 해외주식을 주문하고 결제일에 부족분만 자동환전한다,F,매수(환전),C-SRC-0415,,M,채택,전통 증권사도 환전 마찰 제거 중. M-STOCK 화면 단위 매수 흐름은 공개자료로 미확인
C-CLM-0420,"핀트는 AI 일임형이라 개별 종목 매수·매도 판단 과업 자체가 사용자에게 없으며, 월 3만원부터 시작 가능하고 수수료는 투자수익의 연 9.5%(수익 시에만)이다",F,전반(일임),C-SRC-0416,,M,채택,과업 ①·②·③이 '진단→입금→위임' 구조로 치환됨
C-CLM-0421,핀트의 출금·계약해지 진입점은 설정 화면 하단에 작은 글씨로 배치되어 발견이 어렵고 해지에 최대 4영업일이 걸린다는 사용기가 있다,I,매도후출금,C-SRC-0417,,L,채택,개인 사용기 1건 근거. 다크패턴 가능성은 추가 검증 필요
C-CLM-0422,에임(AIM)은 최소 자문계약 금액(약 500만원)으로 인해 '1만원 첫 매수' 과업 자체가 불가능한 고액 진입장벽형 서비스다,I,진입장벽,C-SRC-0418;C-SRC-0419,,L,채택,최소금액 수치는 블로그 근거로 저신뢰. 공식 확인 필요
C-CLM-0423,Magnifi는 자연어 대화로 종목 탐색과 연결 포트폴리오의 리스크·수수료 진단을 제공하는 대화형 투자 보조 서비스다,F,종목탐색,C-SRC-0420,,M,채택,본선 데모(대화형 의사결정 보조)와 가장 유사한 해외 레퍼런스
C-CLM-0424,"환전 시점(주간 수동 vs 야간 자동)에 따라 우대율 차이로 실질 환전 수수료가 약 5배 차이 날 수 있어, 초보자가 자동 주문 시 인지 없이 더 높은 비용을 낼 수 있다",H,매수(환전비용),C-SRC-0421,,L,쟁점,커뮤니티 게시물 단일 근거. 공식 수수료 안내로 검증 전까지 가설
C-CLM-0500,자본시장법상 '투자권유'는 특정 투자자를 상대로 금융투자상품의 매매 또는 자문·일임·신탁계약 체결을 권유하는 것이다(제9조 제4항),F,공통,C-SRC-0501,,H,채택,법령 원문 직접 확인
C-CLM-0501,"개별 종목의 취득·처분·방법·수량·가격·시기 등 투자판단에 관한 자문을 영업으로 하면 투자자문업이며(자본시장법 제6조 제7항), 투자판단을 일임받아 운용하면 투자일임업이다(제6조 제8항)",F,공통,C-SRC-0502,,H,채택,법령 원문 직접 확인
C-CLM-0502,개별 투자자를 상정하지 않고 다수인을 대상으로 일방적으로 이루어지는 '개별성 없는 조언'은 투자자문업으로 보지 않는다(자본시장법 제7조 제3항). 다만 유료 온라인 쌍방향 의견 교환은 예외다,F,공통,C-SRC-0503,,H,채택,2024-02-13 개정으로 정의 명문화
