source_id,source_tier,source_type,organization_or_author,title,published_at,accessed_at_kst,url,local_evidence_path,locator,market,journey_stage,claim_ids,evidence_summary,fact_or_interpretation,reliability,limitations,status,rejection_reason
C-SRC-0411,B,언론보도,CNBC,"Robinhood gets rid of confetti feature amid scrutiny over gamification",2021-03-31,2026-07-16 04:10,https://www.cnbc.com/2021/03/31/robinhood-gets-rid-of-confetti-feature-amid-scrutiny-over-gamification.html,없음,기사 본문(검색결과 확인),미국,전반(게임화),"C-CLM-0416","매사추세츠 증권규제당국이 게임화 전략을 문제 삼은 뒤 Robinhood가 콘페티 애니메이션을 제거",F,H,"검색 결과 요약 경유로 확인. 원문 전문 정독은 미수행",확인,
C-SRC-0412,B,로펌 분석글,Vinson & Elkins(velaw.com),"Game Over: Robinhood Pays $7.5 Million to Resolve Gamification Securities Violations",2024경,2026-07-16 04:10,https://www.velaw.com/insights/game-over-robinhood-pays-7-5-million-to-resolve-gamification-securities-violations/,없음,기사 본문(검색결과 확인),미국,전반(게임화),"C-CLM-0416","Robinhood가 게임화 관련 매사추세츠 사건을 약 750만 달러에 합의하고 문제 기능 제거",F,M,"검색 결과 요약 경유로 확인. 원문 전문 정독은 미수행",확인,
C-SRC-0413,B,언론보도,뉴스1,"170만 주린이 모은 토스증권 '주식1주' 이벤트 2탄 시작",2021경,2026-07-16 04:15,https://www.news1.kr/finance/general-stock/4309169,없음,기사 본문(검색결과 확인),국내,계좌개설/유입(게임화),"C-CLM-0417","계좌 개설 시 랜덤 국내주식 1주 지급 이벤트로 170만 명 유입. 친구 초대 시 추가 뽑기 제공(최대 10개)",F,M,"검색 결과 요약 경유로 확인. 정확한 게시일 미확인",확인,
C-SRC-0414,B,언론보도,이투데이,"[단독] 폭락장인데 1년 내 최고가?…토스증권 오류 알림",2026경,2026-07-16 04:11,https://www.etoday.co.kr/news/view/2451498,없음,기사 본문(검색결과 확인),미국,보유모니터링(정보신뢰),"C-CLM-0418","해외주식 일부 종목의 52주 최고가 알림이 잘못 발송됨. 실제로는 미국 증시 조정으로 급락한 종목들이었음",F,M,"검색 결과 요약 경유로 확인",확인,
C-SRC-0415,A,공식 설명서,미래에셋증권,"해외주식 통합증거금 설명서",미상,2026-07-16 04:15,https://securities.miraeasset.com/hki/hki3032/n10.do,없음,설명서 페이지(검색결과 확인),미국,매수(환전),"C-CLM-0419","통합증거금: 거래통화 이외의 예수금(원화)으로 해외주식 주문 가능, 결제일에 부족금만큼 자동환전. 외화증권약정 등록 시 자동 적용",F,M,"검색 결과 요약 경유로 확인. 원문 전문 정독은 미수행",확인,
C-SRC-0416,A,공식 홈페이지,디셈버앤컴퍼니(핀트),"fint 공식 사이트",해당없음,2026-07-16 04:07,https://www.fint.co.kr/,없음,메인·상품 페이지(검색결과 확인),국내+미국,전반(일임투자),"C-CLM-0420","AI 일임투자 서비스. 월 3만원부터 적립 투자 가능. 플랫폼 수수료는 투자수익금의 연 9.5%(수익 발생 시에만)",F,M,"검색 결과 요약 경유로 확인. JS 렌더링 사이트로 원문 전수 확인 미수행",확인,
C-SRC-0417,C,개인 블로그,곰씨네(gomcne.com),"핀트 투자 3년차가 말하는 진짜 후기 (해지 이유까지 공개)",2025-09,2026-07-16 04:07,https://www.gomcne.com/2025/09/fint-ai-investment-app-review-termination-guide.html,없음,본문(검색결과 확인),국내,매도후출금(해지),"C-CLM-0421","출금·계약해지 진입점이 설정 화면 하단 작은 글씨로 배치. 해지 신청 후 최대 4영업일 소요. 중도해지 수수료는 없으나 배당소득세·성과수수료 부과",I,L,"개인 사용기로 일반화 불가. 앱 버전에 따라 UI 변경 가능",확인,
C-SRC-0418,A,공식 홈페이지,에임(AIM),"에임 공식 사이트",해당없음,2026-07-16 04:07,https://getaim.co/,없음,메인 페이지(검색결과 확인),미국(글로벌ETF),전반(자문투자),"C-CLM-0422","1:1 투자자문, 1-touch 투자 실행, ETF 분산투자, 위험신호 자동 감지·안정성 관리 제공",F,M,"검색 결과 요약 경유로 확인",확인,
C-SRC-0419,C,개인 블로그,ssongnara,"로보어드바이저 비교, 초보자를 위한 자동투자",미상,2026-07-16 04:07,https://ssongnara.com/entry/%EB%A1%9C%EB%B3%B4%EC%96%B4%EB%93%9C%EB%B0%94%EC%9D%B4%EC%A0%80-%EC%82%AC%EC%9A%A9-%EB%B9%84%EA%B5%90-%E2%80%93-%EC%B4%88%EB%B3%B4%EC%9E%90%EB%A5%BC-%EC%9C%84%ED%95%9C-%EC%9E%90%EB%8F%99%ED%88%AC%EC%9E%90-%EA%B8%B8%EC%9E%A1%EC%9D%B4,없음,본문(검색결과 확인),국내,진입장벽,"C-CLM-0422","AIM 최소 자문계약 금액 500만원으로 진입장벽이 높다는 평가",I,L,"개인 블로그. 최소금액의 현재 유효성은 공식 확인 필요",확인,
C-SRC-0420,A,공식 홈페이지,Magnifi(TIFIN),"Magnifi — AI-Powered Investing Platform",해당없음,2026-07-16 04:08,https://magnifi.com/,없음,메인·앱스토어 페이지(검색결과 확인),미국,종목탐색/매수,"C-CLM-0423","자연어 대화로 15,000개+ 종목·ETF 검색, 연결 계좌 포트폴리오의 리스크·수수료 진단, 수수료 무료 거래. 프리미엄 월 $14(연납 $8.25)",F,M,"검색 결과 요약 경유로 확인. 주문 확인 장치 등 세부 UX 미확인",확인,
C-SRC-0421,C,커뮤니티(Threads),donas_2023,"토스증권 해외주식 모으기 환전 시간 주의 게시물",2026경,2026-07-16 04:09,https://www.threads.com/@donas_2023/post/DSUS9jHDwim/,없음,게시물 본문(검색결과 확인),미국,매수(환전비용),"C-CLM-0424","평일 09:10~15:20 수동 환전 시 수수료 95% 우대(실질 약 0.05%), 야간 자동 환전은 50% 우대(약 0.25%)로 약 5배 차이 주장. 주식 모으기 자동 주문은 야간 자동 환전이 많다는 주장",I,L,"개인 게시물로 수치 미검증. 공식 수수료 안내와 대조 필요",확인,
C-SRC-0422,A,공식FAQ,토스증권(비바리퍼블리카),"토스증권 주식판매금 미리 받기가 뭔가요? (FAQ 3435)",미상,2026-07-16 04:09,https://support.toss.im/faq/3435,없음,본문(검색결과 확인),국내,매도후출금,"C-CLM-0406","결제일 전 매도 대금의 98%까지 미리받기 가능. 하루 이자 0.02%",F,M,"검색 결과 요약 경유로 확인. 원문 직접 렌더링은 미수행",확인,
C-SRC-0423,B,언론보도,이투데이,"토스증권 화려한 성장 뒤 전산 오류 공동 1위 [문제아 토스증권①]",2026경,2026-07-16 04:11,https://www.etoday.co.kr/news/view/2583334,없음,기사 본문(검색결과 확인),국내+미국,보유모니터링(정보신뢰),"C-CLM-0418","2026년 들어 매달 전산 문제 발생(1월 주문 체결 오류, 2월 자산 조회 장애, 3월 주가 알림 오발송, 4월 시세 조회 장애). AI 뉴스 서비스가 동일 티커의 타사 뉴스를 오노출(PMAX)해 급등락 유발",F,M,"검색 결과 요약 경유로 확인",확인,
C-SRC-0424,A,공식 안내페이지,카카오페이증권,"수수료 안내(feeGuide)",미상,2026-07-16 04:09,https://www.kakaopaysec.com/guide/feeGuide/dynamicPage.do,없음,페이지(검색결과 확인),국내+미국,비용확인,"C-CLM-0403","미국주식 거래수수료 0.1%. 환율은 제휴은행 고시 매매기준환율 적용(영업일 09~16시)",F,M,"JS 렌더링(dynamicPage.do) 페이지로 원문 직접 렌더링 미수행. WS1 전수조사에서 재확인 권장",부분확인,
