"source_id","source_tier","source_type","organization_or_author","title","published_at","accessed_at_kst","url","local_evidence_path","locator","market","journey_stage","claim_ids","evidence_summary","fact_or_interpretation","reliability","limitations","status","rejection_reason"
"X-SRC-0139","B","official_company","카카오페이증권·카카오페이","Redis on Kubernetes","undated","2026-07-16","https://tech.kakaopay.com/post/kakaopaysec-redis-on-kubernetes/","","공식 페이지","KR","technology","X-CLM-0014","Redis·Kubernetes 운영 사례","F","B","특정 시스템 사례","included",""
"X-SRC-0140","B","official_company","카카오페이증권·카카오페이","MongoDB CDC","undated","2026-07-16","https://tech.kakaopay.com/post/kakaopaysec-mongodb-cdc/","","공식 페이지","KR","technology","X-CLM-0014","MongoDB 변경데이터캡처 사례","F","B","특정 시스템 사례","included",""
"X-SRC-0141","B","official_company","카카오페이증권·카카오페이","클라우드 비용 시각화","undated","2026-07-16","https://tech.kakaopay.com/post/cloud-cost-visualization/","","공식 페이지","KR","technology","X-CLM-0014","클라우드 비용 운영 사례","F","B","제품 스택 확정 근거 아님","included",""
"X-SRC-0142","B","official_company","카카오페이증권·카카오페이","DevOps 플랫폼","undated","2026-07-16","https://tech.kakaopay.com/post/kakaopaysec-devops-platform/","","공식 페이지","KR","technology","X-CLM-0014","개발·배포 플랫폼 사례","F","B","게시 시점의 기술 스냅샷","included",""
"X-SRC-0201","A","research_or_rule","국내 공공·연구기관","개인투자자의 주식투자 행태와 성과","2021","2026-07-16","https://www.kcmi.re.kr/report/report_view?report_no=1243","","PDF=https://www.kcmi.re.kr/common/downloadw?fgu=002002&fid=24465&fty=004003","KR","all","X-CLM-0002;X-CLM-0003;X-CLM-0004;X-CLM-0009;X-CLM-0031;X-CLM-0036;X-CLM-0039;X-CLM-0040","204,004명 계좌 표본의 신규·기존 투자자 행태·성과","F","A","2020년 특정 4개 증권사·팬데믹 국면 표본","included",""
"X-SRC-0202","A","research_or_rule","국내 공공·연구기관","신규 개인투자자의 처분효과 분석","2022-02-03","2026-07-16","https://www.kcmi.re.kr/report/report_view?report_no=1481","","PDF=https://www.kcmi.re.kr/common/downloadw?fgu=002002&fid=25260&fty=004003","KR","all","X-CLM-0005;X-CLM-0009;X-CLM-0031;X-CLM-0035;X-CLM-0036;X-CLM-0044","보유기간·이익/손실 종목 매도 행태","F","A","행태의 심리적 원인을 직접 식별하지 않음","included",""
"X-SRC-0203","A","research_or_rule","국내 공공·연구기관","모바일 주식거래와 개인투자자 성과","2022-02-07","2026-07-16","https://www.kcmi.re.kr/publications/pub_detail_view?cno=5857&syear=2022&zcd=002001016&zno=1642","","공식 페이지","KR","all","X-CLM-0039","MTS 이용과 투자 행태의 연관","F","A","자기선택과 인과관계 구분 필요","included",""
"X-SRC-0204","A","research_or_rule","국내 공공·연구기관","2025 펀드투자자 조사","2026-04-09","2026-07-16","https://www.kfcpf.or.kr/front/evalution/reportingView.do?rpIdx=3967","","PDF=https://www.kfcpf.or.kr/front/fms/imagePdf.do?atchFileId=FILE_000000000001465&fileSn=1","KR","all","X-CLM-0002;X-CLM-0006;X-CLM-0040","정보획득·설명서 이용·투자지식 조사","F","A","펀드 투자자 조사로 직접 주식 초보자 일반화 제한","included",""
"X-SRC-0205","A","research_or_rule","국내 공공·연구기관","코로나19 전후 금융행동 조사","2021-01-13","2026-07-16","https://www.kfcpf.or.kr/front/viewAritcle.do?authFlag=&bbsId=BBS_0004&nttId=421&pageIndex=3&searchCnd=1&searchWrd=","","공식 페이지","KR","all","X-CLM-0006","팬데믹 전후 금융행동 변화","F","A","조사 시점과 표본 정의 확인 필요","included",""
"X-SRC-0206","A","research_or_rule","국내 공공·연구기관","2024 전 국민 금융이해력 조사","2025-04-29","2026-07-16","https://eiec.kdi.re.kr/policy/materialView.do?num=266065&topic=","","공식 페이지","KR","all","X-CLM-0002;X-CLM-0006;X-CLM-0040","연령별 금융지식·행동·태도","F","A","일반 성인 조사로 투자자 표본 아님","included",""
"X-SRC-0207","A","research_or_rule","이미자·김주일","청년의 재무적 자기효능감이 재무관리행동에 미치는 영향","2024","2026-07-16","https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003083999","","KCI 논문 페이지","KR","all","X-CLM-0002","청년의 재무적 자기효능감과 일반 재무관리행동 간 관계","F","A","서울·경기 19~34세 250명 대상 인접근거이며 주식 투자·주문 자기효능감을 직접 측정하지 않음","included",""
"X-SRC-0208","A","research_or_rule","국내 공공·연구기관","정서 예측과 투자 의사결정 연구","2009","2026-07-16","https://www.kci.go.kr/kciportal/landing/article.kci?arti_id=ART001364110","","공식 페이지","KR","all","X-CLM-0035","정서·예상후회 관련 설명","F","A","특정 실험·표본을 실제 고객에 직접 일반화 불가","included",""
"X-SRC-0209","A","research_or_rule","국내 공공·연구기관","과잉확신·도박성향과 투자 연구","2011","2026-07-16","https://www.kci.go.kr/kciportal/landing/article.kci?arti_id=ART001610524","","공식 페이지","KR","all","X-CLM-0002;X-CLM-0035","과잉확신 등 행동요인","F","A","상관과 인과 구분 필요","included",""
"X-SRC-0210","A","research_or_rule","학술 연구자","Prospect Theory","1979","2026-07-16","https://www.ucl.ac.uk/anaesthesia/sites/anaesthesia/files/kahneman-tversky.pdf","","공식 페이지","Global","all","X-CLM-0005;X-CLM-0035","가치함수와 손실 영역 위험추구 이론","F","A","고전 이론이며 국내 앱 사용자 직접 증거 아님","included",""
"X-SRC-0211","A","research_or_rule","학술 연구자","The Disposition to Sell Winners Too Early and Ride Losers Too Long","1985","2026-07-16","https://people.bath.ac.uk/mnsrf/Teaching%202011/Shefrin-Statman.pdf","","공식 페이지","Global","all","X-CLM-0005;X-CLM-0035","처분효과 이론","F","A","고전 이론이며 개별 원인 진단 불가","included",""
"X-SRC-0212","A","research_or_rule","학술 연구자","Are Investors Reluctant to Realize Their Losses?","1998","2026-07-16","https://faculty.haas.berkeley.edu/odean/Papers%20current%20versions/AreInvestorsReluctant.pdf","","공식 페이지","Global","all","X-CLM-0005;X-CLM-0035","계좌자료의 이익·손실 실현률","F","A","1987~1993 미국 할인증권사 표본","included",""
"X-SRC-0213","A","research_or_rule","학술 연구자","The Common Stock Investment Performance of Individual Investors","2000","2026-07-16","https://faculty.haas.berkeley.edu/odean/papers/returns/individual_investor_performance_4-99.pdf","","공식 페이지","Global","all","X-CLM-0004;X-CLM-0039","거래빈도와 개인투자자 성과","F","A","과거 미국 계좌 표본; 과잉확신 직접 측정 아님","included",""
"X-SRC-0214","A","research_or_rule","학술 연구자","Boys Will Be Boys","2001","2026-07-16","https://faculty.haas.berkeley.edu/odean/papers/gender/boyswillbeboys.pdf","","공식 페이지","Global","all","X-CLM-0002;X-CLM-0004;X-CLM-0040","성별·거래행태·성과 연구","F","A","과거 미국 표본; 성별을 초보자 대리변수로 쓰면 안 됨","included",""
"X-SRC-0215","A","research_or_rule","국내 공공·연구기관","금융투자협회 표준투자권유준칙","undated","2026-07-16","https://law.kofia.or.kr/service/law/detailArticlePrint.do?contentSeq=294183&historySeq=1743&seq=149","","공식 페이지","KR","all","X-CLM-0002;X-CLM-0003;X-CLM-0019","투자경험·정보 확인과 권유 절차","F","A","업권 규정의 적용범위·최신 버전 확인 필요","included",""
"X-SRC-0216","A","research_or_rule","국내 공공·연구기관","파생상품 투자경험 관련 규정","undated","2026-07-16","https://law.kofia.or.kr/service/law/detailArticlePrint.do?contentSeq=294199&historySeq=1743&seq=149","","공식 페이지","KR","all","X-CLM-0002;X-CLM-0019","고위험 상품 투자경험 기준","F","A","일반 주식 초보자의 법정 정의가 아님","included",""
"X-SRC-03001","C","user_review","Google Play 이용자 (kakaopay)","kakaopay Google Play 리뷰 4f40c6f1-5afd-402d-a6f6-b60755583901","2026-07-08","2026-07-16","https://play.google.com/store/apps/details?id=com.kakaopay.app&hl=ko&gl=KR&reviewId=4f40c6f1-5afd-402d-a6f6-b60755583901","docs/research/evidence/2026-07-17_초보투자자_VOC표본_codex.csv","review_id=4f40c6f1-5afd-402d-a6f6-b60755583901; rating=1; themes=information|portfolio_history","KR","holding","X-CLM-0007;X-CLM-0008;X-CLM-0009","증권 etf 종목 설명이 없음. dram 뭔데?","F","C","Recent-1y stratified convenience sample from latest-5000; super-app and self-selection bias; do not generalize theme shares.","included",""
"X-SRC-03002","C","user_review","Google Play 이용자 (kakaopay)","kakaopay Google Play 리뷰 52592a4a-f841-451f-98dd-aef4bc7c4c76","2026-06-30","2026-07-16","https://play.google.com/store/apps/details?id=com.kakaopay.app&hl=ko&gl=KR&reviewId=52592a4a-f841-451f-98dd-aef4bc7c4c76","docs/research/evidence/2026-07-17_초보투자자_VOC표본_codex.csv","review_id=52592a4a-f841-451f-98dd-aef4bc7c4c76; rating=2; themes=decision_risk|navigation_ux","KR","execution","X-CLM-0007;X-CLM-0008","증권탭 왜안열려요? 매도해야하는데 빨리 해결해주세요 아진짜..","F","C","Recent-1y stratified convenience sample from latest-5000; super-app and self-selection bias; do not generalize theme shares.","included",""
"X-SRC-03003","C","user_review","Google Play 이용자 (kakaopay)","kakaopay Google Play 리뷰 a65292de-fa71-4612-a235-5b7f44a52fce","2026-06-23","2026-07-16","https://play.google.com/store/apps/details?id=com.kakaopay.app&hl=ko&gl=KR&reviewId=a65292de-fa71-4612-a235-5b7f44a52fce","docs/research/evidence/2026-07-17_초보투자자_VOC표본_codex.csv","review_id=a65292de-fa71-4612-a235-5b7f44a52fce; rating=1; themes=navigation_ux","KR","discovery","X-CLM-0007;X-CLM-0008;X-CLM-0009","ISA계좌로 투자하려는 경우 홈에서 몇번더 경로를 거쳐야 원하는 곳에 투자가 가능합니다. 증권 홈에서 바로 관심탭을 누르고 투자할 수 있는 것처럼,","F","C","Recent-1y stratified convenience sample from latest-5000; super-app and self-selection bias; do not generalize theme shares.","included",""
"X-SRC-03004","C","user_review","Google Play 이용자 (kakaopay)","kakaopay Google Play 리뷰 f9c06a0a-301f-4622-bbeb-6c291f4eff0e","2026-06-08","2026-07-16","https://play.google.com/store/apps/details?id=com.kakaopay.app&hl=ko&gl=KR&reviewId=f9c06a0a-301f-4622-bbeb-6c291f4eff0e","docs/research/evidence/2026-07-17_초보투자자_VOC표본_codex.csv","review_id=f9c06a0a-301f-4622-bbeb-6c291f4eff0e; rating=1; themes=social","KR","all","X-CLM-0007;X-CLM-0008","증권 > 토론방에서 그렇게 광고 신고를 했으면 좀 글씨 차단 하는거 없나여? ""주식정거장"" 좀 그만 보면 좋겠는데.. 죄다 토론 방들마다","F","C","Recent-1y stratified convenience sample from latest-5000; super-app and self-selection bias; do not generalize theme shares.","included",""
"X-SRC-03005","C","user_review","Google Play 이용자 (kakaopay)","kakaopay Google Play 리뷰 9af97d15-5de8-4187-afff-920752fddb78","2026-06-04","2026-07-16","https://play.google.com/store/apps/details?id=com.kakaopay.app&hl=ko&gl=KR&reviewId=9af97d15-5de8-4187-afff-920752fddb78","docs/research/evidence/2026-07-17_초보투자자_VOC표본_codex.csv","review_id=9af97d15-5de8-4187-afff-920752fddb78; rating=1; themes=other_trade","KR","all","X-CLM-0007;X-CLM-0008","사기 아냐 주식모으기 인가 자동 인출 자동구매하네 사기다","F","C","Recent-1y stratified convenience sample from latest-5000; super-app and self-selection bias; do not generalize theme shares.","included",""
"X-SRC-03006","C","user_review","Google Play 이용자 (kakaopay)","kakaopay Google Play 리뷰 9de6b35b-5592-4867-b6ef-97cdf9d62ecd","2026-05-26","2026-07-16","https://play.google.com/store/apps/details?id=com.kakaopay.app&hl=ko&gl=KR&reviewId=9de6b35b-5592-4867-b6ef-97cdf9d62ecd","docs/research/evidence/2026-07-17_초보투자자_VOC표본_codex.csv","review_id=9de6b35b-5592-4867-b6ef-97cdf9d62ecd; rating=1; themes=information","KR","discovery","X-CLM-0007;X-CLM-0008","아니 주식..나도모르는사이에 상폐가되고있는데 상폐전에 왜 알림안줘요? 알림도안줄거면서 카톡친구추가는 뭐하러하는거야ㅡㅡ","F","C","Recent-1y stratified convenience sample from latest-5000; super-app and self-selection bias; do not generalize theme shares.","included",""
"X-SRC-03007","C","user_review","Google Play 이용자 (kakaopay)","kakaopay Google Play 리뷰 186becdb-cda7-4883-8345-4dbc4cbdec7b","2026-05-22","2026-07-16","https://play.google.com/store/apps/details?id=com.kakaopay.app&hl=ko&gl=KR&reviewId=186becdb-cda7-4883-8345-4dbc4cbdec7b","docs/research/evidence/2026-07-17_초보투자자_VOC표본_codex.csv","review_id=186becdb-cda7-4883-8345-4dbc4cbdec7b; rating=1; themes=decision_risk|execution_order|portfolio_history","KR","execution","X-CLM-0007;X-CLM-0008","카카오증권 주식거래할때 왜 예상평단가 없어짐? 걍 업뎃하지말자쫌 돌려놔요 빨리","F","C","Recent-1y stratified convenience sample from latest-5000; super-app and self-selection bias; do not generalize theme shares.","included",""
"X-SRC-03008","C","user_review","Google Play 이용자 (kakaopay)","kakaopay Google Play 리뷰 1003d323-d867-4991-a84a-c8f0157ce828","2026-05-15","2026-07-16","https://play.google.com/store/apps/details?id=com.kakaopay.app&hl=ko&gl=KR&reviewId=1003d323-d867-4991-a84a-c8f0157ce828","docs/research/evidence/2026-07-17_초보투자자_VOC표본_codex.csv","review_id=1003d323-d867-4991-a84a-c8f0157ce828; rating=1; themes=execution_order|information|social","KR","discovery","X-CLM-0007;X-CLM-0008","진짜 똑같은 증권 뉴스, 커뮤니티 알림을 몇번을 보내는 겁니까 한 번만 보내면 되지 그리고 주식 체결 알림은 왜 이렇게 늦게","F","C","Recent-1y stratified convenience sample from latest-5000; super-app and self-selection bias; do not generalize theme shares.","included",""
"X-SRC-03009","C","user_review","Google Play 이용자 (kakaopay)","kakaopay Google Play 리뷰 e66ba19a-127b-409c-9d8e-41e72fc015a6","2026-05-04","2026-07-16","https://play.google.com/store/apps/details?id=com.kakaopay.app&hl=ko&gl=KR&reviewId=e66ba19a-127b-409c-9d8e-41e72fc015a6","docs/research/evidence/2026-07-17_초보투자자_VOC표본_codex.csv","review_id=e66ba19a-127b-409c-9d8e-41e72fc015a6; rating=2; themes=navigation_ux","KR","discovery","X-CLM-0007;X-CLM-0008","토스증권 쓰다가 isa 때문에 가끔 쓰게 되었는데 이래저래 불편하네요. ui는 토스 따라가기 쉽지 않은 것 같습니다.","F","C","Recent-1y stratified convenience sample from latest-5000; super-app and self-selection bias; do not generalize theme shares.","included",""
